"component","bagofwords","transformed_bagofwords"
"org.wordpress.android.ui.comments.CommentAdapter","Override public Recycler View Holder Create Group parent view Type Inflater inflate layout comment listitem null Comment holder return void Bind position Comments Moderating progress Visibility VISIBLE else GONE Title Text Html from Formatted Unescaped Date Time Utils java Span Published final boolean show Status switch Enum case SPAM true Spam Color break UNAPPROVED Unapproved default false checkmark Enable Selection Item Selected container Background Avatar Image Display Network AVATAR Unselected Checkmark adjust Line Count Relative Layout Params params Rule LEFT date status Load More Listener Fragment COMMENTS PAGE Position Valid long size index notify Changed remove contains Removed ","layout default line unapprov network left date escap boolean return publish listen util list true fals adjust count els void break visibl bind page parent ava final fragment para check time format unselect chang gone text rule item statu span imag holder avatar view background moder null size remov menu color valid progress public titl recycl creat inflat notifi type select display rel switch pam contain load mark enabl index posit comment overrid"
"org.wordpress.android.ui.comments.CommentDetailActivity","Override public void Resume super Activity track Last COMMENT DETAIL boolean Options Item Selected Menu item android home finish return true ","void android select resum true option home menu boolean super track activ detail public return comment item finish overrid"
"org.wordpress.android.ui.comments.CommentUtils","public static void display Html Comment Text View text String content Image Size null return contains trim Linkify Links URLS Emoticons Utils replace With Emoji final Spanned html Drawable loading Context Resources wordpress android editor drawable legacy dashicon format image grey failed noticon warning from Getter Word Press Loader else Char Sequence start length while Character Whitespace char indent First Line Offset Spannable Wrapping Leading Margin SPAN EXCLUSIVE ","drawabl string trim line curl nnabel lead content context margin return util els void emot start final notion whitespac format loader text imag span resourc sequenc dash size view legaci null char exclus length icon public fail rey indent android warn word display replac editor link contain charact pre load offset wrap getter comment static"
"org.wordpress.android.ui.comments.EditCommentActivity","Override public void Create Bundle icicle super Content View layout comment edit activity Title String string Action action Support null Display Show Enabled true Home load Comment Intent Activity track Last COMMENT EDITOR private configure Views final Edit Text Author Name this find author name Email email Note Visibility GONE content Changed Listener Watcher before Char Sequence start count after Editable boolean Error length required else Options Menu menu Inflater inflater return Item Selected item android home Back Pressed save Utils Empty Edited Toast show toast unedited Network check Connection Save Dialog Word Rest Client Site Request Response JSON Object response Finishing dismiss Result RESULT finish Volley error Alert Update Task Running COMMENTS update task already running execute Builder dialog Resources Message Positive Button Interface Click which Cancelable create request Full note Progress progress Container container VISIBLE rest json from volley From path format sites comments cancel sure Negative ","thi boolean save listen rest els abl visibl bundl author execut final super chang interfac item sequenc volley public path updat email name error messag object layout string network client empti count void request track gone text dialog view length connect activ finish creat option run load intent toast dismi content builder task util click privat alert note menu requir progress watcher inflat neg display select result enabl posit button site icicl press return true home support configur check edit action cancel format respons resourc null char titl android word editor unedit son contain comment start overrid"
"org.wordpress.android.ui.comments.CommentDialogs","public static Dialog create Comment Activity activity dialog final switch case COMMENT APPROVING string approving comments break UNAPPROVING unapproving TRASHING trashing SPAMMING spamming DELETING deleting default return null Progress Message String Indeterminate true Cancelable false ","string default return true fals abl break final approv cancel spasm trash dialog null activ progress public creat indetermin delet switch messag comment static"
"org.wordpress.android.ui.comments.CommentActions","public static void Comment final account String post comment Text Action Listener action Blog blog Word Press null Utils Empty Result false return Handler handler Thread Override XMLRPC Client Interface client Factory instantiate Httpuser Httppassword Object Hash content author email params Remote Username Password Integer call Method COMMENT catch Exception COMMENTS Error while sending Pull Parser boolean succeeded Runnable start reply individual submit Reply parent Long long instanceof Value else returned wrong data type that came from notification this differs enables responding made someone Note note Rest Request listener Response JSON json true error Volley volley Message build Content Path REST site Moderate WPCOM moderate Status value response Site change status single equals TRASH DELETE delete UNKNOWN success Helper edit Table update Local multiple comments TODO investigate using system Call perform Comments Moderated size moderated local trash private Permanently result deleting Boolean parse deleted remote ","pull thi post boolean listen user rest els author final account para valu chang tabl interfac statu instanti volley size wrong moder proxim method unknown public path updat instanc pars email blog name error messag password object string perform investig client empti fals void parent succ remot request text hash use type datum system pre call content build handler util local succeed factori notif trash singl parser privat except integ euser note multipl result enabl static site return true repli perman runnabl catch edit action comp respons helper send individu null word respond delet son equal thread submit comment start overrid"
"org.wordpress.android.ui.comments.CommentsListFragment","private Comment Adapter null Data Loaded Listener data Override public void boolean Empty Added return Filtered Comments View hide else Updating update Message Type CONTENT More load true Selected Items Change change Changed Action Mode Count finish Title invalidate Pressed pressed position view comment Moderating Activity instanceof toggle Long Compat start Support Callback Enable Selection Word Current Local Table Blog remove Created Bundle saved Instance State super extras Intent Extras Auto Refreshed Boolean AUTO REFRESHED Enum From String EMPTY VIEW MESSAGE false Network Utils Available NETWORK ERROR Refreshing Layout Inflater inflater Group container layout list fragment Recycler find filtered recycler COMMENTS Criteria Options refresh Array criterias Status Statuses Async Loader listener Prefs Recall Show empty UNKNOWN equals string comments Label Lower Case switch case LOADING fetching break network message PERMISSION error unauthorized GENERIC Custom Toolbar Background Color Resources color blue medium Spinner Text white Drawable drawable arrow Left Right Padding Dimension Pixel Size dimen margin spinner none Resume Toast show showing older statusfilter moderate final selected size check Connection APPROVED Dialogs APPROVING UNAPPROVED UNAPPROVING SPAM SPAMMING TRASH TRASHING default Actions Moderated moderated dismiss clear replace confirm Delete Alert Builder dialog delete resid sure Positive Button Interface Click which Negative Cancelable create builder trash cancel alert Permanently DELETING deleted DELETE long name Save ","permiss boolean save listen els none break abl bundl dimens final super loader chang spinner tabl current item statu unauthor interfac resum size background moder callback mode unknown public extra updat instanc blog name pam error messag drawabl string layout compact unapprov blue network confirm criterium empti count fals void fragment arrow spasm dime text dialog tool remov view medium invalid connect auto color activ recycl finish array creat type datum option load filter intent toggl custom pref recal toast left fetch dismi content pad builder margin util local list click trash adapt privat alert sync menu white inflat neg select switch enabl posit button default press gener rese return pixel true support perman check action approv cancel hide label refresh avail bar resourc null titl word replac delet equal contain lower comment start overrid"
"org.wordpress.android.ui.comments.CommentsActivity","Override public void Create Bundle saved Instance State super Content View layout comment activity Toolbar toolbar find Support Action action null Elevation Title string comments Display Show Enabled true Home Intent Extra SAVED COMMENTS STATUS TYPE Current Comment Status Type Serializable else Prefs Comments Filter List Fragment Manager begin Transaction fragment container String list commit Allowing Loss AUTO REFRESHED Boolean EMPTY VIEW MESSAGE Selected Long SELECTED Resume Activity track Last finish Launcher slide Right this Back Pressed Stack Entry Count long return execute Pending Transactions detail Detail Word Local Table Blog Transition TRANSIT FRAGMENT FADE hide Post Clicked Note note remote post show Reader Save Null Empty Auto Refreshed Message Moderate final account APPROVED UNAPPROVED Moderating update CONTENT Actions moderate Listener Result boolean succeeded Finishing false reload Toast Utils error Duration LONG SPAM TRASH DELETE Trashed remove message trashed spammed deleted permanently undo Snackbar snackbar make LENGTH Callback Dismissed event contains Changed From changed DETAIL switch case EDITED break REPLIED Options Item Menu item android home ","thi post boolean save stack listen els reload break bundl execut final account super chang tabl current item statu slide resum moder callback public extra updat instanc blog pam error transit messag layout string unapprov empti count fals void manag fragment remot track spasm tool remov view length auto activ snack allow finish creat type dismiss entri option filter intent commit pref toast content util list local undo succeed click detail durat trash serial begin note menu launcher display select fade result switch elev enabl reader press transact return true home support event perman repli edit action approv hide refresh bar null titl android word delet contain pend comment overrid"
"org.wordpress.android.ui.posts.adapters.PageMenuAdapter","public Page Menu Adapter Context context Null Posts List page super Inflater Layout from boolean show View Item Local Draft Status Enum PUBLISHED Stats Trash Delete Items Button BUTTON EDIT VIEW STATS TRASH DELETE Override Count return size Object position long final convert Group parent Holder holder null inflate layout popup menu item false else button Type Text icon Image Resource Icon ","layout draft post boolean context return publish count local list fals page els parent final edit super stat trash convert text item adapt statu imag resourc holder size view null menu icon public pop inflat type delet posit object button overrid"
"org.wordpress.android.ui.posts.adapters.PostsListAdapter","public Posts List Adapter Context context Null Blog blog boolean Page Layout Inflater from Local Table Private Stats Supported Dotcom Flag Jetpack Powered display Width Display Utils Pixel content Spacing Resources Dimension Size dimen margin Photon Height reader featured image height Endlist Indicator Always Show Buttons void Load More Listener listener Loaded Selected Click Override Item View Type position size return VIEW TYPE ENDLIST INDICATOR POST PAGE Count else Recycler Holder Create Group parent view inflate layout endlist indicator false Params page item post cardview Bind holder final instanceof Title Text string untitled Excerpt Visibility VISIBLE collapse Shortcodes GONE Featured Image Network PHOTO Draft Date Trash BUTTON DELETE Formatted TRASH update Status configure String Header show prev equals true Uploading Popup Menu divider null Fragment POSTS REQUEST COUNT private Window Anchor menu width Modal long dismiss button Clicked Changes PREVIEW Visible Edit Back switch case MORE animate Rows break BACK default Property Values scale Float SCALE Object Animator Duration ANIM DURATION Interpolator Accelerate Animation animation Decelerate start Loading adapter already posts Task execute Executor Async THREAD POOL EXECUTOR hide Hidden index remove notify Removed Data Changed unhide media Updated Media Valid Position ","window anchor post boolean listen acceler els break visibl execut dimens jet final scale para valu chang tabl item imag statu size valid enlist public featur updat notifi instanc flag blog preview index photo object layout string untitl code network photon date count fals page void modal rev parent fragment interpol short request gone dime text overrid remov view pack medium pop recycl creat type datum indic dot aim unhidden divid float load hidden anim dismi content margin task util local list deceler click width trash com durat adapt properti collaps upload privat executor sync menu inflat header display select switch alway posit button default reader draft context return pixel true support bind power card configur edit format hide stat resourc holder null row space titl delet pool equal thread height start excerpt"
"org.wordpress.android.ui.posts.services.PostUpdateService","public static void start Service Blog Context context blog boolean Page load More Intent intent Post Update class Extra BLOG PAGE LOAD MORE Override Create super POSTS created Destroy destroyed Nullable Binder return null Start Command final flags START STICKY Thread Boolean false fetch Posts ","cla fetch post destroy boolean context return fals page void abl start final super servic null command public extra updat creat flag blog sticki binder thread load intent static overrid"
"org.wordpress.android.ui.posts.services.PostEvents","",""
"org.wordpress.android.ui.posts.services.PostMediaService","public static void start Service Context context blog Array List Long media null size return Intent intent Post Media class Extra BLOG MEDIA Override Create super POSTS created Destroy destroyed Nullable Binder Start Command flags START STICKY Blog Word Press Serializable serializable instanceof list Object Queue Thread while Empty long poll download Item ","queue cla post destroy context return empti list void abl start download super servic item serial size null medium command public extra array creat word instanc flag blog sticki binder thread pre intent poll object static overrid"
"org.wordpress.android.ui.posts.services.PostUploadService","public static void Post Upload current synchronized Posts List Legacy Mode boolean enabled Uploading long local Current null Local Table return true size post false Override Binder Intent intent Create super Context this Application Destroy Task POSTS cancelling upload task Start Command flags start stop Self START STICKY Next ","thi post destroy boolean context task return true local list fals void start cancel super tabl current upload size legaci stop applic null synchron command self mode public creat flag sticki binder enabl intent static overrid"
"org.wordpress.android.ui.suggestion.util.SuggestionTokenizer","Override public Char Sequence terminate Token text length while char instanceof Spanned Spannable String Text Utils copy Spans From Object class return else find Start cursor ","string instanc termin start cursor nnabel cla token char length util copi return public text overrid els object span sequenc"
"org.wordpress.android.ui.suggestion.util.SuggestionUtils","public static Suggestion Adapter setup Suggestions final remote Blog Context context Service Connection Manager service blog Word Press Integer String boolean Flag null Dotcom return Utils suggestion List suggestions Table Site Empty bind tags Tags ","string suggest boolean context return empti util list setup bind manag final remot com tabl servic adapt integ null connect public word dot flag blog pre tag static site"
"org.wordpress.android.ui.suggestion.util.SuggestionServiceConnectionManager","public Suggestion Service Connection Manager Context context remote Blog Remote void bind Attempting Bind true Intent intent class this BIND AUTO CREATE unbind From false Bound Override Connected Component Name component Binder suggestion update Suggestions Tags Disconnected ","cla suggest thi context true fals void bind manag disconnect compon remot unbind attempt servic bound connect auto public updat creat blog name binder tag intent overrid"
"org.wordpress.android.ui.suggestion.adapters.SuggestionAdapter","public Suggestion Adapter Context context Avatar Resources Dimension Pixel Size dimen avatar small Inflater Layout from void List suggestion Orig Override Count null return size Item position long View convert Group parent final Holder holder inflate layout list false else String Gravatar Utils Image Network Type AVATAR User Login Text Display Name Filter ","layout string network suggest context return pixel count list util fals user els void dimens parent final convert dime text item adapt imag resourc holder avatar size view null login public inflat type display orig name filter posit overrid"
"org.wordpress.android.ui.suggestion.adapters.TagSuggestionAdapter","public Suggestion Adapter Context context Inflater Layout from void List Orig Override Count null return size Item position long View convert Group parent final Holder holder inflate layout list false else Text Filter ","layout suggest context return count list fals els void parent final convert text item adapt holder size view null public inflat orig filter posit overrid"
"org.wordpress.android.ui.suggestion.service.SuggestionEvents","",""
"org.wordpress.android.ui.suggestion.service.SuggestionService","Override public void Create super SUGGESTION service created Start Command Intent intent flags start return Service START STICKY Destroy destroyed Binder update Suggestions final remote Blog Currently Requesting Site contains Rest Listener listener Response JSON Object json handle Updated remove From Requests Stop Necessary Error error Volley volley suggestion updating suggestions site String path users Word Press Client Utils private Thread null Array Table insert Event Default post Events Name Tags tags sites ","string default handl suggest client post destroy return listen util rest user insert event void final remot request super respons tabl current servic overrid privat remov stop volley null command public path updat array creat word flag sticki blog binder contain son pre thread name tag error intent object start site"
"org.wordpress.android.ui.plans.util.IabException","public Exception Result this null response String message cause super Message Returns result error that exception signals return ","signal string except caus result null thi super respons return error public messag"
"org.wordpress.android.ui.plans.util.Inventory","Returns listing details product public Details String return purchase information given null there Purchase whether exists boolean contains about available Erase locally from inventory This just modifies Inventory object effect server useful when have existing which know date consumed item successfully means that erasing data already quicker than querying void erase remove ","string success product inform date exist thi modifi boolean return eras list local void effect consum inventori detail avail item queri use remov null public quicker mean purchas datum contain server object"
"org.wordpress.android.ui.plans.util.SkuDetails","public Details String json throws JSON Exception this Helper ITEM TYPE INAPP item Type Item Json Object product type Price price Amount Micros Long amount micros Currency Code currency code Title title Description description return long Override ","string product code throw thi return currenc helper detail inapt item except descript amount micro titl public type son price object overrid"
"org.wordpress.android.ui.plans.util.Purchase","public Purchase String item Type json Info signature throws JSON Exception Item Original Json Object Order order Package Name package product Time Long purchase State Developer Payload developer Token token Auto Renewing Boolean auto Signature return long boolean Override type ","string product throw payload packag boolean info signatur return time renew item except token auto origin public purchas type son name develop object overrid"
"org.wordpress.android.ui.plans.util.IabResult","public Result response String message Response null trim length Message Helper Desc else return boolean Success BILLING RESPONSE RESULT Failure ","disc string trim bill succ result null length boolean respons helper return public messag failur els"
"org.wordpress.android.ui.plans.util.IabHelper","Creates instance After creation will ready must perform setup calling link start Setup wait complete This constructor does block safe from thread param Your application Activity context Needed bind billing service base Public public encoded used verification purchase signatures find your page Google Play Developer Console Note that this developer Helper Context String Application Signature Base Debug helper created Enables disable debug logging through void enable Logging boolean check Disposed Starts process asynchronously notified listener when method notify final Finished Listener Done throw Illegal State Exception already Starting Service Conn Connection Override Disconnected Component Name name Billing disconnected null Connected Binder return Stub Interface package Package Checking support response Supported ITEM TYPE INAPP BILLING RESPONSE RESULT Result Error checking Subscriptions false Update else version supported SUBS signup AVAILABLE true available Response catch Remote IABHELPER REMOTE EXCEPTION while setting print Stack Trace successful Intent android vending BIND Manager query Services Empty AUTO CREATE UNAVAILABLE unavailable device object releasing resources very important done with release such connections Naturally once disposed again Disposing Unbinding unbind Purchase Returns whether subscriptions launch Flow request Code extra Data Initiate flow Call initiate which involve bringing screen activity paused user interacts result delivered point handle continue MUST called item Type indicates product Skus replacing there none differentiate other responses finishes Extra data payload returned completes permanently bound always queried flag Async equals SUBSCRIPTIONS Constructing intent type Bundle UPDATE updates Replace From Unable Desc Pending pending Parcelable INTENT Launching Request Purchasing Item Sender Integer value launching SEND FAILED Failed send exception starting Handles part then received related handled case should normally Null PURCHASE DATA SIGNATURE Successful resultcode Extras Expected either UNKNOWN ERROR Security verify VERIFICATION failed successfully verified JSON parse Problem purchashing CANCELED canceled USER CANCELLED User Unknown Inventory Details more throws Queries inventory owned items server well information additional skus specified take long execute blocking details price description PRODUCT regardless ownership Ignored problem occurs refreshing Purchases querying prices parsing Asynchronous wrapper described back upon completion operation Query Handler handler Thread Runnable post consumption Works like consume performs background notifies provided consumed Consume purchases Array Internal Same multiple Info objects representing Multi human readable given string explaining also includes numerically static msgs Canceled Unavailable Already Owned split iabhelper during initialization cancelled Missing token error Invalid attempt BASE index length single results ","vend paus inform thi post sign boolean stack listen verif user els none abl bundl trace dispos execut final para compon valu receiv interfac item screen bound parcel unavail secur print debug background perihelium method flow unknown public extra fail mag updat bill notifi stub instanc pars miss flag name normal link index error sub object string perform version code payload expect info empti fals setup page void safe wrapper creation manag intern verifi disconnect remot own consum request wait differenti consumpt continu ymi applic subscript skew descript connect conn auto invalid activ interact initi length oper purchas finish specifi array creat type datum indic releas base binder encod consol intent call addit constructor proce throw includ handler explain oogl repres unbind inventori numer detail singl asynchron play except deliv integ sync note disabl set disc describ block multipl illeg result bring alway multu develop enabl server regardl static success handl product sender packag launch context return signatur ignor true support relat ownership readabl bind perman runnabl catch occur check involv cancel helper respons attempt inapt send refresh servic avail queri resourc log null token unabl complet construct natur android split replac son equal thread human pend devic provid price readi start overrid"
"org.wordpress.android.ui.plans.util.Security","Verifies that data signed with given signature returns verified purchase JSON format private also contains link Purchase State product param base Public encoded public verifying Data string encrypted static boolean String Text Utils Empty verification failed missing false Security generate Generates instance from containing Base throws Illegal Argument Exception invalid byte decoded DEFAULT Factory Instance FACTORY ALGORITHM Encoded Spec catch Such Algorithm Runtime Invalid specification server matches computed Returns true correctly associated developer account Bytes decoding Signature SIGNATURE init Verify update exception ","string default specif product throw sign boolean gener return signatur empti util verif true fals argument factori runtim associ catch encrypt verifi account para format text intu secur privat except comput invalid byte public fail decod correctli purchas updat spec instanc datum miss son illeg base link contain algorithm encod develop server match static"
"org.wordpress.android.ui.plans.util.IabBroadcastReceiver","public Broadcast Receiver Listener listener Override void Context context Intent intent null received ","void broadcast null context receiv listen public intent overrid"
"org.wordpress.android.ui.plans.models.PlanFeaturesHighlightSection","public String Title return Array List Features Items ","string titl featur return public list item array"
"org.wordpress.android.ui.plans.models.Plan","public Plan JSON Object plan throws Exception Product Long product Name String name price prices Array Keys names null length current Price Prices Short short Slug slug Tagline tagline Description description Cost cost Bill Period bill period Type type Available Utils Bool available Label label Formatted formatted Icon icon Width width Height height Saving saving Original original Support Document support document Capability capability Store store Multi multi bundle Bundle List features highlight Highlight Sections Features long return Null Hashtable Integer boolean void Text Empty ","string line capabl product throw key bolo store boolean plan save return empti util document list support void bundl short format highlight width label tabl current avail hash text except integ null length descript cost section icon origin public period featur slug array bill type son name multu tag height price object"
"org.wordpress.android.ui.plans.models.SitePlan","public Site Plan long product JSON Object plan local Table Blog throws Exception Local Product Name String name Slug slug Price price Discount discount Formatted formatted Start Trial Utils Bool start trial Current current Expiry expiry User Facing user facing Subscribed Date subscribed date Free free return Null boolean ","free string product throw bolo date boolean plan return util local user discount format tabl current except null public slug subscrib son blog name face trial expiri price object start site"
"org.wordpress.android.ui.plans.models.Feature","public Feature JSON Object feature throws Exception Product Slug String product slug Title title Icon icon Description description Plan plans part free trial Utils Bool Part Free Trial true return Null boolean Return this given provided fallback global Long Property ","free string product throw bolo thi boolean plan return true util properti except null callback descript icon titl public featur slug son trial provid global object"
"org.wordpress.android.ui.plans.adapters.PlansPagerAdapter","public Plans Pager Adapter Fragment Manager Null Site site super clone Override Item position return Instance Count length Char Sequence Title Valid Position plan Details Utils Global Product null PLANS plans pager empty details else Current UNICODE CHECKMARK Name Short boolean long ","product boolean plan return empti count util els nicod manag pager fragment check short super detail current item adapt sequenc null char global length valid site titl public clone instanc name mark posit overrid"
"org.wordpress.android.ui.accounts.helpers.UpdateBlogListTask","public Update Blog List Task Context context Override protected String Object Background Void args final username Account Helper Default User Name Count Down Latch Fetch fetch execute Callback void Success null Changed Utils sync Blogs Error message boolean Step Code Required http Auth erroneous Certificate client Response await BLOG LIST TIMEOUT Time Unit MILLISECONDS catch Interrupted Exception return ","string default code fetch client latch boolean task context return count list util user void execut succ catch rag final account millisecond time erron helper chang respons timeout unit protect except background callback null sync certif auto requir public updat await interrupt blog name error step messag object overrid"
"org.wordpress.android.ui.accounts.helpers.LoginWPCom","public Login String username password Step Code boolean should Send Blog blog super Should Jetpack static rest Error JSON Object error wordpress android string cannot null Description description equals invalid request contains Incorrect incorrect else needs account step auth enabled verification code catch Exception return protected void login Word Press Queue make Auth Request Username Password Oauth Listener Suppress Lint Commit Pref Edits Override Response final Token token Dotcom save Account Helper Default Access Name fetch Details Simperium Utils configure Context Callback Success Volley volley false ","pref string default acc queue suppr code lint fetch boolean save context return listen util verif fals user rest els void catch configur jet final account succ edit request super oath respons helper detail send com overrid except protect volley pack incorrect null token callback invalid descript auto public android word imperi dot son name blog equal contain pre enabl error step password commit object static login"
"org.wordpress.android.ui.accounts.helpers.FetchBlogListWPOrg","public Fetch Blog List String username password self Hosted super Self void Http Credentials Username Password fetch Callback callback Task execute Executor Async THREAD POOL EXECUTOR ","host string void executor execut pool blog fetch name callback sync self password thread super task public list user credenti"
"org.wordpress.android.ui.accounts.helpers.FetchBlogListWPCom","public Fetch Blog List super null private void Users Blogs Request REST final Abstract Callback callback Word Press Rest Client Utils sites Locale Params Listener Override Response JSON Object response String user Receiver convert Site true Success else Error Volley volley error Login rest false ","string abstract fetch client listen util local list true user rest fals els void succ final para request super respons receiv convert overrid privat volley null callback login public word son blog pre error object site"
"org.wordpress.android.ui.accounts.helpers.LoginAbstract","public Login Abstract String username password Username Password void execute Callback callback Thread Override login start ","void string abstract execut name callback thread public password overrid user start login"
"org.wordpress.android.ui.accounts.helpers.CreateUserAndBlog","public Create User Blog String email username password site Name language Rest Client Utils rest Context context Error Listener error Callback callback Email Username Password Site Language Response Handler static Device Resources resources Parser parser wpcom languages Hashtable entries matched English event Type Event device Code Locale Default while Pull DOCUMENT START equals current null boolean false Attribute Count Value code Ignore Case true TEXT Text next catch Exception return void start Process validate Mode CREATE BLOG ONLY private authenticate Login login execute Abstract Override Success Step JSON Object success Could setup Message Required http Auth erroneous Certificate Volley Sign failed AUTHENTICATE USER ","string default messag abstract pull code proce languag client handler boolean context sign return listen util local document fals user rest event count ignor true void setup start execut catch succ erron comp valu attribut respons authent nglish tabl current hash text overrid resourc parser privat except volley callback null login certif auto mode valid requir public fail creat type email entri blog name equal son error devic match step password object static site"
"org.wordpress.android.ui.accounts.helpers.FetchBlogListAbstract","public Fetch Blog List Abstract String username password Username Password void execute final Callback callback fetch ","void string abstract execut final blog fetch name callback password public list user"
"org.wordpress.android.ui.main.SitePickerAdapter","public Site Picker Adapter Context context current Local Blog String last Search boolean Mode super Stable true Last Utils Null Sites List Current Inflater Layout from Blavatar Resources Dimension Pixel Size dimen blavatar Text Color Normal color grey dark Hidden Selected Item Background Drawable translucent lighten load Override Count return size long position local void Click Listener listener View Holder Create Group parent view Type item inflate layout site picker listitem false Bind holder final Record Title Name Home Domain home Image Network BLAVATAR Multi Enabled toggle Selection else null Container Typeface NORMAL BOLD Alpha divider Visibility INVISIBLE search filtered notify Data Changed ","drawabl string layout transluc network typefac boolean context invis return pixel true util list local count listen fals home void els visibl bind dimens parent final click super domain chang record dime stabl current adapt text item search resourc overrid imag holder avatar size background view null alpha color mode public titl rey inflat creat notifi type select datum lighten bold normal blog name multu contain divid load enabl hidden filter posit picker dark toggl site"
"org.wordpress.android.ui.main.WPMainTabLayout","public Main Layout Context context Attribute attrs Style super void create Tabs drawable main sites string tabbar accessibility label false reader notifications true check Note Badge show boolean null return Badged Visibility View VISIBLE float start Property Values Holder scale Float SCALE Object Animator anim Scale Interpolator Bounce Duration Resources Integer android integer config long Time Listener Adapter Override Animation Start animation else Accelerate short GONE Selected Position position Valid select ","drawabl layout string anim reader tab boolean context return listen true acceler fals con bounc void els visibl notif scale interpol check main time short valu super attribut attar fig badg label durat gone overrid adapt properti bar resourc holder integ access view null note valid public creat android select aim float style posit object start site"
"org.wordpress.android.ui.main.WPMainTabAdapter","public Main Adapter Fragment Manager super Override void restore State Parcelable state Class Loader loader catch Illegal Exception Count return TABS boolean Valid Position position Item switch case SITE Site Instance READER Reader Post List NOTIFS Notifications default null Object instantiate View Group container item instanceof Fragments destroy object remove else ","default restor reader cla tab post destroy boolean return count list els void abl manag notif catch fragment main super loader adapt item parcel except instanti remov view null valid site public instanc illeg switch contain posit motif object overrid"
"org.wordpress.android.ui.main.MeFragment","public static Fragment Instance return Override View Create Layout Inflater inflater Group container Bundle saved State final root layout fragment false Avatar Frame find frame avatar Image Network Display Name Text display name Username username Login Logout login logout text view Profile profile Account Settings account settings Notifications notifications Divider divider Drop Shadow refresh Details Click Listener void Activity Launcher support Help Support ORIGIN SCREEN HELP Helper Signed Word Press sign With Confirmation else show Result null Boolean DISCONNECTING Disconnect Dialog Save Progress true super Start Event Default register this Stop unregister Resume Destroy dismiss adds circular drop shadow parent Lollipop only Target Build VERSION CODES LOLLIPOP private Outline Provider outline Oval Width Height Elevation Resources Dimension Pixel Size dimen card elevation String message format string wpcom confirm Alert Builder Message Positive Button signout Interface dialog which Negative cancel Cancelable create Main Thread Prefs Events Fetch Success event ","thi unregist sign boolean save profil listen user els abl bundl dimens final account super screen interfac imag resum avatar stop size drop origin public oval instanc name messag login layout string version code network confirm destroy fals void parent succ fragment disconnect lollipop dime text dialog view activ help creat root divid target pre pref fetch logout dismi build builder shadow frame notif click main circular detail width privat alert launcher progress set inflat neg display result elev outlin posit static button default add return pixel true support event card format comp cancel helper refresh resourc regist null word thread contain height provid start overrid"
"org.wordpress.android.ui.main.WPMainActivity","Override public void Create Bundle saved Instance State Profiling Utils split Main Activity super Content View layout main activity Pager find viewpager Offscreen Limit Adapter TABS Fragment Manager Connection Text connection Click Listener animate Bottom false Handler post Delayed Runnable Finishing check Layout create Tabs Selected Current Item Position Unselected Reselected fragment instanceof Scroll Elevation Resources Dimension Pixel Size dimen appbar elevation Change position Prefs Index switch case SITE break READER NOTIFS Update Last Seen Task execute Executor Async THREAD POOL EXECUTOR track Visible true Changed state Scrolled float Offset Pixels Event Default null Account Helper Signed boolean opened From Push Intent Boolean Extra OPENED FROM PUSH launch With Note else Valid Launcher show Result this Reader Active return request Code result data Request Codes EDIT POST CREATE BLOG RESULT Site ACCOUNT start Service Registration class reset Fragments finish REAUTHENTICATE CANCELED NOTE DETAIL moderate Comment PICKER SETTINGS Settings REMOVED Blog Word Press LANGUAGE CHANGED Suppress Warnings unused Thread User event Completely Core Events Invalid Credentials Detected Authentication Dialog Error Rest Unauthorized Factor Certificate Self Certs Trust Login Toast string limit reached Duration LONG Notification Notifications Badge Receiver update Connected Network Bucket note Type change String INSERT MODIFY Viewing Before Object Delete Save ","cla thi post sign boolean save profil listen user rest els break visibl bundl execut dimens detect account super chang reselect receiv screen current item unus unauthor size cert moder self valid public extra updat instanc scroll blog bucket index error picker motif seen factor object login layout string code network registr trust reset fals void manag fragment request unselect track dime text dialog remov view invalid connect activ finish creat type datum float pre intent pref anim suppr toast tab content modifi handler task util credenti notif click main delay detail durat adapt appear executor sync note launcher reach set select switch result elev offset posit site default reader languag launch return pixel true insert event runnabl pager check edit cancel authent helper badg core servic resourc null certif complet push warn split word limit pool delet thread bottom comment start overrid"
